Row ID,Order ID,Order Status,Order_Purchase_Date,Order_Delivered_Date,Order_Estimated_Delivery_Date),Ship Mode,VendorID,Customer ID,Segment,State,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,surcharge ,total cost
1217,US-2017-118087,delivered,6/16/2018 0:00,43273,7/12/2018 0:00,Standard Class,VEN01,SP-20620,,,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.764,0.5,100.674
1218,US-2017-118087,delivered,6/16/2018 0:00,43273,7/12/2018 0:00,Standard Class,VEN05,SP-20620,,,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024,0.5,22.9824
1219,US-2017-118087,delivered,6/16/2018 0:00,43273,7/12/2018 0:00,Standard Class,VEN01,SP-20620,,,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,0.5,291.033
1220,US-2017-118087,delivered,6/16/2018 0:00,43273,7/12/2018 0:00,Standard Class,VEN04,SP-20620,,,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1931.958,7,0.4,-386.3916,0.5,3477.5244
1221,CA-2014-110184,delivered,5/8/2017 0:00,42872,5/26/2017 0:00,Standard Class,VEN01,BF-11170,,,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,0,44.955,0.5,307.1925
1222,CA-2014-110184,delivered,5/8/2017 0:00,42872,5/26/2017 0:00,Standard Class,VEN02,BF-11170,,,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,255.936,8,0.2,28.7928,0.5,340.7148
1223,CA-2016-126004,delivered,8/2/2018 0:00,43320,8/16/2018 0:00,First Class,VEN04,BM-11140,Consumer,Texas,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0,20.4822,0.2,111.96936
1224,CA-2016-126004,delivered,8/2/2018 0:00,43320,8/16/2018 0:00,First Class,VEN04,BM-11140,Consumer,Texas,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,1,0,34.386,0.2,52.5168
1225,CA-2016-126004,delivered,8/2/2018 0:00,43320,8/16/2018 0:00,First Class,VEN01,BM-11140,Consumer,Texas,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,1,0.2,0.6048,0.2,1.34784
1226,CA-2016-126004,delivered,8/2/2018 0:00,43320,8/16/2018 0:00,First Class,VEN05,BM-11140,Consumer,Texas,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,40.56,4,0,19.8744,0.2,24.82272
1227,CA-2016-126004,delivered,8/2/2018 0:00,43320,8/16/2018 0:00,First Class,VEN05,BM-11140,Consumer,Texas,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,0,3.6588,0.2,215.13744
1228,CA-2016-126004,delivered,8/2/2018 0:00,43320,8/16/2018 0:00,First Class,VEN05,BM-11140,Consumer,Texas,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86,2,0,11.6316,0.2,218.67408
1229,CA-2017-100013,delivered,1/22/2018 0:00,43129,2/15/2018 0:00,Standard Class,VEN01,ZC-21910,Consumer,Oregon,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0,7.4872,0.5,11.6892
1230,CA-2017-100013,delivered,1/22/2018 0:00,43129,2/15/2018 0:00,Standard Class,VEN01,ZC-21910,Consumer,Oregon,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,8.73,1,0,2.9682,0.5,8.6427
1231,CA-2017-100013,delivered,1/22/2018 0:00,43129,2/15/2018 0:00,Standard Class,VEN03,ZC-21910,Consumer,Oregon,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0,1.7608,0.5,5.8788
1232,CA-2015-132570,delivered,4/19/2018 0:00,43216,5/18/2018 0:00,Second Class,VEN02,KT-16480,,,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,2.78,2,0,0.7228,0,2.0572
1233,CA-2015-132570,delivered,4/19/2018 0:00,43216,5/18/2018 0:00,Second Class,VEN02,KT-16480,,,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0,35.982,0,43.978
1234,CA-2016-153682,delivered,11/9/2017 0:00,43055,11/30/2017 0:00,First Class,VEN03,BG-11695,,,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,839.988,2,0.4,69.999,0.2,923.9868
1235,CA-2016-144344,delivered,6/9/2017 0:00,42905,7/12/2017 0:00,Same Day,VEN04,PG-18820,Consumer,California,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,47.952,3,0.2,13.7862,0.1,37.58238
1236,CA-2016-144344,delivered,6/9/2017 0:00,42905,7/12/2017 0:00,Same Day,VEN05,PG-18820,Consumer,California,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.425,5,0.7,-29.94,0.1,74.1015
1237,CA-2016-144344,delivered,6/9/2017 0:00,42905,7/12/2017 0:00,Same Day,VEN05,PG-18820,Consumer,California,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2,0.2,0,0.1,70.3648
1238,CA-2016-144344,delivered,6/9/2017 0:00,42905,7/12/2017 0:00,Same Day,VEN03,PG-18820,Consumer,California,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.048,3,0.2,41.262,0.1,136.1646
1239,CA-2014-127012,delivered,5/7/2018 0:00,43236,5/28/2018 0:00,Standard Class,VEN02,GM-14680,,,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0,5.434,0.5,10.374
1240,CA-2014-127012,delivered,5/7/2018 0:00,43236,5/28/2018 0:00,Standard Class,VEN02,GM-14680,,,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1,0,10.6522,0.5,45.4767
1241,CA-2014-127012,delivered,5/7/2018 0:00,43236,5/28/2018 0:00,Standard Class,VEN03,GM-14680,,,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,0,10.7912,0.5,18.2532
1242,CA-2016-128727,delivered,6/24/2018 0:00,43285,7/24/2018 0:00,Standard Class,VEN03,MO-17800,Home Office,Illinois,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,4,0,5.5,0.5,24.75
1243,US-2016-162859,delivered,12/27/2017 0:00,43110,1/26/2018 0:00,Standard Class,VEN02,PG-18820,Consumer,California,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485,0.5,410.8005
1244,US-2016-162859,delivered,12/27/2017 0:00,43110,1/26/2018 0:00,Standard Class,VEN05,PG-18820,Consumer,California,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0,3.5752,0.5,7.7172
1245,CA-2017-133641,delivered,1/22/2018 0:00,43136,2/15/2018 0:00,Standard Class,VEN04,EJ-14155,,,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69,9,0,23.8581,0.5,37.24785
1246,CA-2014-168494,delivered,5/12/2018 0:00,43250,6/1/2018 0:00,Second Class,VEN03,NP-18700,,,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,764.688,6,0.2,95.586,0,669.102
1247,CA-2014-168494,delivered,5/12/2018 0:00,43250,6/1/2018 0:00,Second Class,VEN03,NP-18700,,,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848,12,0.2,135.4068,0,3475.4412
1248,CA-2014-168494,delivered,5/12/2018 0:00,43250,6/1/2018 0:00,Second Class,VEN04,NP-18700,,,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,254.9745,3,0.15,11.9988,0,242.9757
1249,CA-2017-115602,delivered,8/18/2018 0:00,43340,9/10/2018 0:00,Standard Class,VEN03,DJ-13630,Consumer,New York,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,38.82,6,0,17.469,0.5,32.0265
1250,CA-2017-115602,delivered,8/18/2018 0:00,43340,9/10/2018 0:00,Standard Class,VEN01,DJ-13630,Consumer,New York,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9,0.1,139.5702,0.5,1503.5517
1251,CA-2017-115602,delivered,8/18/2018 0:00,43340,9/10/2018 0:00,Standard Class,VEN05,DJ-13630,Consumer,New York,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,13,0,511.368,0.5,1789.788
1252,CA-2017-115602,delivered,8/18/2018 0:00,43340,9/10/2018 0:00,Standard Class,VEN04,DJ-13630,Consumer,New York,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,2,0,1.376,0.5,2.736
1253,CA-2015-154956,canceled,10/4/2016 0:00,1/0/1900,11/16/2016 0:00,Standard Class,VEN05,IM-15070,Consumer,Washington,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,4,0,285.9896,0.5,1220.9556
1254,CA-2017-144638,delivered,4/10/2018 0:00,43214,5/17/2018 0:00,Standard Class,VEN04,MH-18115,,,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2,0.2,0.5904,0.5,6.9864
1255,CA-2017-144638,delivered,4/10/2018 0:00,43214,5/17/2018 0:00,Standard Class,VEN05,MH-18115,,,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,35.91,3,0.4,-8.379,0.5,66.4335
1256,CA-2017-144638,delivered,4/10/2018 0:00,43214,5/17/2018 0:00,Standard Class,VEN03,MH-18115,,,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,6.696,1,0.2,0.5022,0.5,9.2907
1257,CA-2017-144638,delivered,4/10/2018 0:00,43214,5/17/2018 0:00,Standard Class,VEN03,MH-18115,,,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872,2,0.2,11.5164,0.5,48.5334
1258,US-2016-168620,delivered,6/28/2017 0:00,42934,7/28/2017 0:00,Second Class,VEN05,RB-19795,Home Office,North Carolina,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,27.882,3,0.7,-20.4468,0,48.3288
1259,US-2016-168620,delivered,6/28/2017 0:00,42934,7/28/2017 0:00,Second Class,VEN04,RB-19795,Home Office,North Carolina,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542,0,587.3022
1260,US-2016-168620,delivered,6/28/2017 0:00,42934,7/28/2017 0:00,Second Class,VEN02,RB-19795,Home Office,North Carolina,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68,8,0.2,76.704,0,178.976
1261,CA-2017-117079,delivered,5/15/2018 0:00,43242,6/25/2018 0:00,Standard Class,VEN03,JR-15700,,,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,3,0.2,107.985,0.5,1133.8425
1262,US-2016-144393,delivered,7/18/2018 0:00,43306,8/2/2018 0:00,Standard Class,VEN01,SM-20950,,,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",17.616,4,0.7,-14.0928,0.5,47.5632
1263,CA-2017-105053,delivered,5/7/2018 0:00,43234,5/30/2018 0:00,Second Class,VEN04,CS-12355,,,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472,3,0.2,6.3336,0,11.1384
1264,CA-2016-155992,delivered,2/27/2018 0:00,43164,3/14/2018 0:00,First Class,VEN05,CC-12220,,,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2,0,18.873,0.2,61.2324
1265,CA-2016-155992,delivered,2/27/2018 0:00,43164,3/14/2018 0:00,First Class,VEN02,CC-12220,,,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,0,10.881,0.2,37.1628
1266,CA-2017-110380,delivered,2/1/2017 0:00,42774,3/3/2017 0:00,Standard Class,VEN02,PF-19225,,,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,3,0,1.7739,0.5,7.19415
1267,US-2014-167738,delivered,10/26/2017 0:00,43048,11/23/2017 0:00,Standard Class,VEN02,JC-16105,Corporate,Georgia,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,142.86,1,0,41.4294,0.5,152.1459
1268,US-2014-167738,delivered,10/26/2017 0:00,43048,11/23/2017 0:00,Standard Class,VEN03,JC-16105,Corporate,Georgia,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,6,0.2,18.267,0.5,411.0075
1269,CA-2017-121412,delivered,1/20/2018 0:00,43132,2/23/2018 0:00,Standard Class,VEN05,BG-11695,,,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,29.328,3,0.2,3.666,0.5,38.493
1270,CA-2017-100426,delivered,7/20/2017 0:00,42942,8/21/2017 0:00,Standard Class,VEN01,DC-12850,,,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48,2,0,5.616,0.5,10.296
1271,US-2016-103646,delivered,8/1/2018 0:00,43319,8/20/2018 0:00,Standard Class,VEN04,SP-20545,Corporate,New York,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,0.2,-12.792,0.5,172.692
1272,US-2016-103646,delivered,8/1/2018 0:00,43319,8/20/2018 0:00,Standard Class,VEN04,SP-20545,Corporate,New York,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,0.8,-126.8592,0.5,263.4768
1273,US-2016-103646,delivered,8/1/2018 0:00,43319,8/20/2018 0:00,Standard Class,VEN01,SP-20545,Corporate,New York,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,8,0.8,-67.272,0.5,168.18
1274,CA-2016-119186,delivered,8/21/2018 0:00,43335,8/24/2018 0:00,Same Day,VEN02,MS-17710,,,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368,2,0.2,3.6288,0.1,7.41312
1275,CA-2016-119186,delivered,8/21/2018 0:00,43335,8/24/2018 0:00,Same Day,VEN02,MS-17710,,,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-88.784,0.1,524.9354
1276,CA-2016-119186,delivered,8/21/2018 0:00,43335,8/24/2018 0:00,Same Day,VEN03,MS-17710,,,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3,0.2,5.2026,0.1,10.06434
1277,CA-2016-119186,delivered,8/21/2018 0:00,43335,8/24/2018 0:00,Same Day,VEN02,MS-17710,,,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,0.2,-7.1991,0.1,78.31021
1278,CA-2016-148698,delivered,4/26/2017 0:00,42863,5/18/2017 0:00,Standard Class,VEN01,BD-11770,,,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,5.397,0.5,121.4325
1279,CA-2014-163293,delivered,8/11/2018 0:00,43333,9/5/2018 0:00,First Class,VEN04,KC-16255,,,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,32.97,3,0,12.8583,0.2,24.13404
1280,CA-2014-163293,delivered,8/11/2018 0:00,43333,9/5/2018 0:00,First Class,VEN01,KC-16255,,,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",83.88,4,0,30.1968,0.2,64.41984
1281,CA-2016-160815,delivered,2/6/2017 0:00,42786,3/27/2017 0:00,First Class,VEN04,TR-21325,Consumer,New Jersey,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,0,80.736,0.2,237.1968
1282,CA-2017-122154,delivered,3/7/2018 0:00,43181,3/23/2018 0:00,First Class,VEN05,SA-20830,Consumer,Illinois,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,3,0.2,4.914,0.2,12.2472
1283,CA-2017-122154,delivered,3/7/2018 0:00,43181,3/23/2018 0:00,First Class,VEN04,SA-20830,Consumer,Illinois,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,0.7,-13.363,0.2,36.9516
1284,CA-2017-122154,delivered,3/7/2018 0:00,43181,3/23/2018 0:00,First Class,VEN01,SA-20830,Consumer,Illinois,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,3,0.2,88.074,0.2,196.2792
1285,US-2015-149692,delivered,11/27/2017 0:00,43080,12/22/2017 0:00,Standard Class,VEN01,KW-16435,Consumer,New York,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,7,0.8,-4.851,0.5,11.4345
1286,CA-2016-119445,delivered,1/9/2018 0:00,43125,2/6/2018 0:00,Standard Class,VEN05,GM-14500,,,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0,1.043,0.5,20.7855
1287,CA-2015-124268,delivered,2/27/2018 0:00,43178,3/26/2018 0:00,Standard Class,VEN05,AD-10180,Home Office,Montana,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15.48,3,0,4.4892,0.5,16.4862
1288,CA-2016-154711,delivered,6/8/2018 0:00,43278,7/19/2018 0:00,Standard Class,VEN02,TB-21355,,,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0,11.1664,0.5,43.0704
1289,CA-2016-154711,delivered,6/8/2018 0:00,43278,7/19/2018 0:00,Standard Class,VEN05,TB-21355,,,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4,0.2,4.1148,0.5,12.1158
1290,CA-2016-154711,delivered,6/8/2018 0:00,43278,7/19/2018 0:00,Standard Class,VEN01,TB-21355,,,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3,0,7.4952,0.5,19.9872
1291,CA-2016-163384,delivered,5/25/2018 0:00,43261,6/25/2018 0:00,First Class,VEN05,CC-12430,Home Office,Indiana,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,0.2,4.4604,0.2,10.50672
1292,CA-2016-163384,delivered,5/25/2018 0:00,43261,6/25/2018 0:00,First Class,VEN05,CC-12430,Home Office,Indiana,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,32.4,5,0,15.552,0.2,20.2176
1293,CA-2015-101707,delivered,8/8/2018 0:00,43330,8/29/2018 0:00,Standard Class,VEN03,PF-19165,Consumer,Illinois,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,32.94,3,0,9.2232,0.5,35.5752
1294,CA-2015-101707,delivered,8/8/2018 0:00,43330,8/29/2018 0:00,Standard Class,VEN03,PF-19165,Consumer,Illinois,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,114.2,5,0,52.532,0.5,92.502
1295,CA-2015-101707,delivered,8/8/2018 0:00,43330,8/29/2018 0:00,Standard Class,VEN03,PF-19165,Consumer,Illinois,OFF-LA-10000134,Office Supplies,Labels,Avery 511,3.08,1,0,1.4784,0.5,2.4024
1296,CA-2015-138898,delivered,4/26/2018 0:00,43235,5/24/2018 0:00,Standard Class,VEN04,JH-16180,,,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728,13,0.2,84.5728,0.5,1141.7328
1297,CA-2017-115427,shipped,5/1/2017 0:00,1/0/1900,5/23/2017 0:00,Standard Class,VEN03,EB-13975,,,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,0.2,4.5188,0.5,14.0778
1298,CA-2017-115427,shipped,5/1/2017 0:00,1/0/1900,5/23/2017 0:00,Standard Class,VEN02,EB-13975,,,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,20.72,2,0.2,6.475,0.5,21.3675
1299,CA-2016-134425,delivered,11/16/2017 0:00,43069,12/7/2017 0:00,Second Class,VEN03,QJ-19255,,,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0,2.299,0,112.651
1300,CA-2015-121391,delivered,11/24/2017 0:00,43074,12/8/2017 0:00,First Class,VEN01,AA-10315,,,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2,0,7.0096,0.2,23.94048
1301,CA-2016-137043,delivered,2/28/2018 0:00,43174,3/28/2018 0:00,Second Class,VEN05,LC-17140,Consumer,California,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6,0,166.1004,0,406.6596
1303,CA-2015-115847,delivered,8/22/2018 0:00,43341,9/18/2018 0:00,Second Class,VEN04,TC-21535,,,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0,4.3372,0,57.6228
1304,US-2017-126179,delivered,11/24/2017 0:00,43116,12/18/2017 0:00,Standard Class,VEN05,CS-12460,,,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,5.5177,0.5,27.70845
1305,US-2017-126179,delivered,11/24/2017 0:00,43116,12/18/2017 0:00,Standard Class,VEN03,CS-12460,,,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0,77.7519,0.5,315.32715
1306,CA-2016-101966,delivered,8/4/2018 0:00,43319,8/9/2018 0:00,Second Class,VEN01,BM-11785,Consumer,Ohio,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,0.2,52.493,0,367.451
1307,CA-2016-141397,delivered,4/11/2018 0:00,43210,5/4/2018 0:00,First Class,VEN02,RC-19825,Consumer,Illinois,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76,7,0,22.4448,0.2,29.17824
1308,CA-2016-141397,delivered,4/11/2018 0:00,43210,5/4/2018 0:00,First Class,VEN02,RC-19825,Consumer,Illinois,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,0.2,6.4206,0.2,13.54968
1309,CA-2016-141397,delivered,4/11/2018 0:00,43210,5/4/2018 0:00,First Class,VEN03,RC-19825,Consumer,Illinois,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2,0,5.6628,0.2,19.34064
1310,CA-2016-141397,delivered,4/11/2018 0:00,43210,5/4/2018 0:00,First Class,VEN01,RC-19825,Consumer,Illinois,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0,9.7164,0.2,182.66832
1311,CA-2016-141397,delivered,4/11/2018 0:00,43210,5/4/2018 0:00,First Class,VEN03,RC-19825,Consumer,Illinois,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2,0.2,-8.0784,0.2,203.57568
1312,CA-2016-141082,delivered,9/24/2017 0:00,43007,10/17/2017 0:00,Standard Class,VEN02,FM-14380,Consumer,Colorado,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69,1,0,1.7343,0.5,2.93355
1313,CA-2016-141082,delivered,9/24/2017 0:00,43007,10/17/2017 0:00,Standard Class,VEN05,FM-14380,Consumer,Colorado,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12,4,0,56.1752,0.5,98.9172
1314,US-2016-134488,delivered,11/24/2017 0:00,43073,12/14/2017 0:00,Standard Class,VEN02,PK-19075,Consumer,Michigan,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372,2,0.3,-13.3176,0.5,253.0344
1315,CA-2016-145919,delivered,6/14/2017 0:00,42905,6/30/2017 0:00,Standard Class,VEN04,HG-14965,,,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,0,18.6624,0.5,30.3264
1316,CA-2016-145919,delivered,6/14/2017 0:00,42905,6/30/2017 0:00,Standard Class,VEN05,HG-14965,,,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,0,62.5056,0.5,182.0016
1317,CA-2016-145919,delivered,6/14/2017 0:00,42905,6/30/2017 0:00,Standard Class,VEN04,HG-14965,,,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,579.3,5,0,28.965,0.5,825.5025
1318,CA-2017-157651,delivered,7/13/2018 0:00,43325,8/15/2018 0:00,Standard Class,VEN03,HA-14920,Consumer,California,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2,1,0.2,3.3725,0.5,16.24125
1319,CA-2014-160773,delivered,11/2/2017 0:00,43052,11/23/2017 0:00,Standard Class,VEN01,LW-16825,,,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.99,0.5,755.895
1320,CA-2014-160773,delivered,11/2/2017 0:00,43052,11/23/2017 0:00,Standard Class,VEN05,LW-16825,,,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184,6,0.7,-3.6288,0.5,13.2192
1321,CA-2017-167703,delivered,5/13/2018 0:00,43235,5/25/2018 0:00,Standard Class,VEN01,MC-17575,,,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229,3,0.7,-4.1832,0.5,14.1183
1322,CA-2017-167703,delivered,5/13/2018 0:00,43235,5/25/2018 0:00,Standard Class,VEN04,MC-17575,,,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",285.552,2,0.2,35.694,0.5,374.787
1323,CA-2017-121804,delivered,3/6/2018 0:00,43200,3/26/2018 0:00,Standard Class,VEN01,LP-17095,,,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8,5,0,19.656,0.5,79.716
1324,CA-2017-162635,delivered,4/19/2018 0:00,43214,5/14/2018 0:00,First Class,VEN04,EB-14170,,,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,10.816,4,0.2,3.5152,0.2,8.76096
1325,CA-2014-107153,shipped,11/24/2017 0:00,1/0/1900,12/8/2017 0:00,Standard Class,VEN05,GZ-14545,,,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",46.26,3,0,12.4902,0.5,50.6547
1326,US-2014-117058,delivered,8/26/2017 0:00,42986,9/19/2017 0:00,First Class,VEN04,LE-16810,Consumer,California,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46,6,0.8,-30.555,0.2,57.618
